Source,Target,Date,Preuves,Mea Culpa ?
 Bastien Brunel,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Caroline Brunner,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Anne Burki,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 André Buytaers,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Emilie Buzyn,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Anthony Byrne,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Come Caca,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Marco Cacioppo,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Gerald Calderon,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Monica Cannizzaro,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Peggy Carajopoulou-Vavali,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 John Carchietta,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Christian Carion,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Angela Carlin,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Henning Carlsen,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Jean-Michel Carré,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Esteban Carvajal Alegria,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Lionel Cassan,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Bryan Cassiday,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Pascale Castioni,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Miss Catadler,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Steve Catieau,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Mathieu Celary,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Pedro Celestino,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Teco Celio,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Muriel Cerf,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Dabiel Chabannes,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Thierry Chabert,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Chagi,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Jean-Yves Chalangeas,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Daniel Champagnon,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Christophe Champclaux,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Georges Chappedelaine,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Litseselidis Charalampos,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Yann Charbonnier,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 David Charhon,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Fabienne Chauveau,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Claire Chazal,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Patrice Chéreau,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Hubert Chertier,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Brigitte Chesneau,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Marie-Christine Chesneau,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Michel Chevalier,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Mishka Cheyko,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Catherine Chiono,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Catherine Chouchan,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Elie Chouraqui,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Alex Cichy,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Souleymane Cissé,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Jean- Pierre Clech,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Henri Codenie,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Robert Cohen,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Olivier Cohen,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Lilia Cohen Decerisy,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Catherine Colassin,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Suzanne Colonna,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Jean-Paul Commin,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Andrea Concato,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Patrick Conrad,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Anne Consigny,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Alain Cophignon,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Antony Cordier,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Alain Corneau,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Jérôme Cornuau,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Bruno Coulais,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Guy Courtecuisse,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Miguel Courtois,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Antoine Courtray,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Christiane Courvoisier,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Guillaume Cousin,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Morgan Crestel,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Rudyard Cretenet,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Dominique Crevecoeur,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Alfonso Cuaron,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Estelle Cywje,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Isabelle D. Philippe,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Nicola D’Ugo,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Frédéric Damien,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Sophie Danon,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Bill Darbyshire,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Olivier Dard,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Luc et Jean-Pierre Dardenne,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Isabelle Dassonville,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Sophie Davidas,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Robin Davis,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Bruno de Almeida,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Marion de Blaÿ,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Agnès de Kergorlay,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 François de Lamothe,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Hervé de Luze,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Artus de Penguern,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Valérie de Saint-Do,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Wim De Temmerman,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Virginie De Wilde,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Christel de Wit,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Olivier Debert,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Viviane Decuypere,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Guillermo del Toro,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Alain Delannoy,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Benoît Delmas,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Michel Deloore,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Jonathan Demme,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
